Optimizer,learning_rate,epoch,loss
Adadelta,5.00e-01,96,3145386
Adadelta,5.00e-01,97,3112816
Adadelta,5.00e-01,98,3080913
Adadelta,5.00e-01,99,3049656
Adadelta,5.00e-01,100,3019030
Adadelta,1.00e-01,1,6661150
Adadelta,1.00e-01,2,6659626
Adadelta,1.00e-01,3,6658060
Adadelta,1.00e-01,4,6656452
Adadelta,1.00e-01,5,6654803
Adadelta,1.00e-01,6,6653112
Adadelta,1.00e-01,7,6651378
Adadelta,1.00e-01,8,6649601
Adadelta,1.00e-01,9,6647785
Adadelta,1.00e-01,10,6645925
Adadelta,1.00e-01,11,6644022
Adadelta,1.00e-01,12,6642078
Adadelta,1.00e-01,13,6640094
Adadelta,1.00e-01,14,6638067
Adadelta,1.00e-01,15,6635998
Adadelta,1.00e-01,16,6633886
Adadelta,1.00e-01,17,6631734
Adadelta,1.00e-01,18,6629540
Adadelta,1.00e-01,19,6627305
Adadelta,1.00e-01,20,6625026
Adadelta,1.00e-01,21,6622708
Adadelta,1.00e-01,22,6620347
Adadelta,1.00e-01,23,6617945
Adadelta,1.00e-01,24,6615502
Adadelta,1.00e-01,25,6613016
Adadelta,1.00e-01,26,6610490
Adadelta,1.00e-01,27,6607923
Adadelta,1.00e-01,28,6605315
Adadelta,1.00e-01,29,6602663
Adadelta,1.00e-01,30,6599972
Adadelta,1.00e-01,31,6597239
Adadelta,1.00e-01,32,6594466
Adadelta,1.00e-01,33,6591651
Adadelta,1.00e-01,34,6588796
Adadelta,1.00e-01,35,6585899
Adadelta,1.00e-01,36,6582961
Adadelta,1.00e-01,37,6579983
Adadelta,1.00e-01,38,6576964
Adadelta,1.00e-01,39,6573904
Adadelta,1.00e-01,40,6570803
Adadelta,1.00e-01,41,6567662
Adadelta,1.00e-01,42,6564480
Adadelta,1.00e-01,43,6561257
Adadelta,1.00e-01,44,6557994
Adadelta,1.00e-01,45,6554690
Adadelta,1.00e-01,46,6551349
Adadelta,1.00e-01,47,6547963
Adadelta,1.00e-01,48,6544538
Adadelta,1.00e-01,49,6541074
Adadelta,1.00e-01,50,6537569
Adadelta,1.00e-01,51,6534025
Adadelta,1.00e-01,52,6530440
Adadelta,1.00e-01,53,6526815
Adadelta,1.00e-01,54,6523151
Adadelta,1.00e-01,55,6519446
Adadelta,1.00e-01,56,6515703
